,Result
7238,0
3054,0
10980,0
7301,0
17574,1
17960,1
9436,0
2497,0
17498,1
16474,1
25326,1
15817,1
13421,0
6259,0
1312,0
13805,0
5964,0
27293,1
4145,0
2056,0
18763,1
20085,1
2702,0
27174,1
15843,1
16606,1
24847,1
22771,1
25487,1
13027,0
23943,1
26359,1
23426,1
12171,0
14226,0
15562,1
13658,0
18226,1
28954,1
23922,1
10447,0
5009,0
3462,0
3253,0
25401,1
4849,0
15912,1
2460,0
14542,0
12475,0
20634,1
28154,1
6634,0
24199,1
9847,0
22968,1
4283,0
10257,0
8345,0
26835,1
19436,1
4286,0
5834,0
2285,0
23148,1
20770,1
5894,0
27116,1
22743,1
15496,1
25477,1
17050,1
2568,0
26199,1
4539,0
28625,1
5231,0
8406,0
23411,1
5444,0
21421,1
23403,1
11472,0
10888,0
20166,1
22359,1
16510,1
8635,0
2783,0
24126,1
18490,1
9334,0
17908,1
3046,0
5548,0
15095,1
11095,0
21994,1
2474,0
27095,1
4636,0
14400,0
6462,0
8088,0
7748,0
21253,1
13969,0
18247,1
22227,1
5466,0
4907,0
16594,1
27522,1
11148,0
6749,0
23706,1
28513,1
5501,0
27638,1
934,0
27152,1
24958,1
8607,0
12029,0
4065,0
16824,1
23418,1
7428,0
2683,0
6046,0
5860,0
12368,0
6871,0
4297,0
22401,1
27433,1
19743,1
7740,0
28853,1
12080,0
26695,1
16660,1
23593,1
9007,0
27661,1
17107,1
14077,0
4265,0
24389,1
13748,0
9635,0
24593,1
4149,0
1266,0
22027,1
14809,1
15680,1
24139,1
1528,0
130,0
12691,0
28494,1
5851,0
18736,1
28038,1
23235,1
22144,1
6940,0
10734,0
7545,0
12680,0
25328,1
12134,0
26556,1
11599,0
7533,0
3532,0
13925,0
20079,1
20627,1
6486,0
18718,1
11160,0
19109,1
26220,1
12203,0
13207,0
14692,1
21646,1
14315,0
16366,1
13269,0
8621,0
8598,0
9704,0
15467,1
15723,1
26316,1
24269,1
28119,1
1069,0
8040,0
972,0
6014,0
15869,1
19497,1
18692,1
2267,0
28185,1
28312,1
5253,0
5871,0
3425,0
3781,0
16364,1
14514,0
28306,1
19148,1
21315,1
24255,1
23767,1
8267,0
19538,1
5521,0
10222,0
17608,1
8843,0
3057,0
10573,0
1128,0
2376,0
14587,0
7435,0
3766,0
27311,1
24107,1
2276,0
14369,0
10713,0
11313,0
17005,1
16081,1
14629,0
16157,1
10464,0
931,0
26760,1
18219,1
13589,0
7438,0
10460,0
9907,0
4526,0
27126,1
2489,0
22169,1
3545,0
6130,0
9959,0
7577,0
1402,0
591,0
26293,1
20329,1
7276,0
15077,1
7409,0
26150,1
10348,0
9329,0
9273,0
27022,1
7705,0
15176,1
12926,0
172,0
25576,1
18046,1
25760,1
2223,0
14210,0
22580,1
16160,1
20874,1
11098,0
22489,1
10461,0
18031,1
24546,1
8543,0
12036,0
475,0
9808,0
4832,0
24763,1
3800,0
20510,1
5113,0
18052,1
25571,1
20162,1
27702,1
5737,0
16806,1
26263,1
16231,1
12499,0
2862,0
29211,1
17009,1
13194,0
3791,0
15718,1
2465,0
14096,0
4623,0
8675,0
10702,0
15204,1
21513,1
19603,1
19347,1
12448,0
3796,0
4960,0
18248,1
4336,0
12210,0
12262,0
20153,1
24999,1
15427,1
29171,1
10651,0
2870,0
9069,0
27800,1
9077,0
7717,0
27605,1
11818,0
723,0
14156,0
11455,0
23172,1
12927,0
5152,0
16329,1
4232,0
3711,0
794,0
10819,0
1443,0
22336,1
10483,0
7715,0
2212,0
3848,0
27429,1
16437,1
21564,1
25665,1
7385,0
17234,1
23681,1
11185,0
23568,1
18652,1
8324,0
2967,0
20148,1
21841,1
21083,1
17328,1
15755,1
16622,1
3628,0
11130,0
4052,0
21227,1
26097,1
4411,0
6799,0
18085,1
3576,0
15454,1
427,0
4477,0
26083,1
22787,1
17178,1
24168,1
20488,1
424,0
21120,1
20497,1
6507,0
8435,0
10232,0
14879,1
22293,1
3547,0
24314,1
7913,0
16115,1
19045,1
27270,1
3624,0
9912,0
24152,1
22608,1
19779,1
26214,1
11077,0
8982,0
15200,1
26070,1
540,0
6587,0
9620,0
9890,0
22181,1
23451,1
26204,1
21020,1
17559,1
16658,1
23942,1
14897,1
4195,0
4357,0
6835,0
1177,0
2577,0
574,0
24643,1
2825,0
9724,0
4367,0
21719,1
19410,1
22556,1
15151,1
26514,1
20981,1
22656,1
9804,0
21319,1
25188,1
25637,1
16977,1
5952,0
23161,1
11386,0
22782,1
24798,1
13113,0
20377,1
2595,0
2374,0
17113,1
16665,1
27347,1
1239,0
28375,1
22704,1
8945,0
13637,0
20365,1
11876,0
23284,1
2367,0
7871,0
13465,0
1746,0
5210,0
8614,0
15199,1
619,0
11494,0
24658,1
4339,0
2314,0
19265,1
19675,1
14310,0
7606,0
28384,1
6908,0
21123,1
16035,1
8524,0
1577,0
15369,1
24882,1
3483,0
17431,1
27828,1
5835,0
24707,1
14484,0
9043,0
21539,1
16830,1
6979,0
5946,0
4426,0
20654,1
8231,0
26824,1
5719,0
24286,1
9089,0
27263,1
13176,0
2705,0
222,0
28383,1
6718,0
12100,0
2546,0
29243,1
14807,1
23076,1
10187,0
2176,0
24070,1
2567,0
16320,1
19687,1
25084,1
18994,1
4381,0
15302,1
9125,0
19498,1
15935,1
7824,0
977,0
16324,1
13274,0
21913,1
8424,0
4212,0
5353,0
15236,1
6443,0
18461,1
21186,1
20498,1
8489,0
16653,1
9093,0
5912,0
2084,0
4236,0
8396,0
18833,1
20771,1
17673,1
21746,1
5226,0
7174,0
6434,0
19722,1
24732,1
24254,1
14497,0
8221,0
26104,1
3452,0
2879,0
19534,1
14915,1
4184,0
8873,0
4935,0
26154,1
10446,0
28269,1
3445,0
5242,0
16002,1
23144,1
3177,0
689,0
28776,1
17584,1
26647,1
5609,0
28481,1
18852,1
17967,1
5866,0
18209,1
20228,1
28456,1
734,0
16713,1
26587,1
25046,1
17160,1
22252,1
15636,1
16056,1
8815,0
11221,0
20716,1
22747,1
17906,1
15251,1
22769,1
24919,1
13692,0
598,0
18024,1
1978,0
18200,1
26889,1
26934,1
18028,1
2713,0
14565,0
14608,0
5567,0
27139,1
18316,1
28175,1
821,0
19190,1
13057,0
26438,1
5637,0
16048,1
9398,0
22490,1
2030,0
18591,1
28482,1
8609,0
8119,0
11855,0
9139,0
21128,1
1564,0
9821,0
7204,0
9860,0
3853,0
23183,1
24512,1
23945,1
6902,0
23014,1
1622,0
9949,0
5068,0
20046,1
22591,1
15390,1
15780,1
28770,1
10536,0
1113,0
5414,0
27274,1
11826,0
8561,0
15844,1
12735,0
9297,0
13192,0
14050,0
1084,0
23179,1
22341,1
16914,1
12462,0
10089,0
25676,1
15243,1
10278,0
19917,1
17085,1
4425,0
5669,0
14665,1
2596,0
6706,0
12682,0
28220,1
1650,0
15477,1
5147,0
4466,0
9776,0
16433,1
74,0
926,0
17624,1
3528,0
2692,0
13501,0
10075,0
8191,0
10663,0
24098,1
4197,0
2615,0
1676,0
16224,1
27940,1
25291,1
16127,1
27970,1
3992,0
922,0
18437,1
21224,1
16888,1
26905,1
6311,0
28042,1
11172,0
14552,0
23713,1
19285,1
15033,1
29182,1
12077,0
8175,0
25828,1
23171,1
12355,0
7322,0
17507,1
28475,1
8197,0
27251,1
28329,1
25535,1
27327,1
8326,0
12922,0
14929,1
12197,0
7612,0
10191,0
24161,1
28017,1
4903,0
12296,0
25817,1
14003,0
2956,0
16285,1
8747,0
393,0
24909,1
25504,1
16300,1
19219,1
4487,0
21245,1
24193,1
18000,1
28979,1
8625,0
16505,1
5514,0
4303,0
22542,1
17052,1
14084,0
9094,0
23439,1
18380,1
13332,0
25525,1
15937,1
4073,0
21762,1
11781,0
7190,0
16387,1
5204,0
29194,1
14600,0
539,0
9833,0
22328,1
7699,0
13619,0
20471,1
6218,0
7044,0
14742,1
16638,1
20710,1
15943,1
10223,0
7063,0
16526,1
20573,1
29082,1
10467,0
13452,0
29229,1
14390,0
25986,1
18837,1
9544,0
14181,0
5631,0
4047,0
5,0
2556,0
596,0
4262,0
17225,1
8649,0
3164,0
8016,0
15352,1
14223,0
8810,0
4942,0
389,0
23621,1
669,0
455,0
3493,0
1026,0
28172,1
22012,1
8783,0
13684,0
4781,0
21986,1
7368,0
10061,0
11742,0
279,0
3088,0
10546,0
2858,0
17834,1
3608,0
28378,1
15758,1
18720,1
25987,1
24016,1
918,0
9229,0
29216,1
2439,0
25063,1
23246,1
25120,1
5996,0
15523,1
21696,1
27047,1
28993,1
10149,0
17158,1
22815,1
710,0
13968,0
23912,1
12186,0
13754,0
15689,1
3873,0
9988,0
15777,1
24571,1
16816,1
24154,1
68,0
19764,1
9919,0
9980,0
14439,0
11486,0
14767,1
21900,1
29169,1
155,0
9355,0
10266,0
10610,0
195,0
25436,1
13222,0
1969,0
26413,1
6870,0
2124,0
23781,1
22085,1
17127,1
7851,0
18267,1
5021,0
11274,0
27591,1
8737,0
28058,1
20956,1
13503,0
17819,1
26175,1
20749,1
2329,0
12949,0
27806,1
15647,1
1381,0
1434,0
21002,1
3639,0
8529,0
11338,0
1295,0
27494,1
7131,0
225,0
15061,1
4663,0
1611,0
11863,0
8927,0
13817,0
27082,1
6288,0
19844,1
9997,0
15976,1
21402,1
28926,1
7110,0
21410,1
22080,1
5893,0
3249,0
26216,1
11446,0
10262,0
688,0
28097,1
3962,0
4017,0
28323,1
23031,1
22605,1
15881,1
13476,0
27751,1
16090,1
26696,1
6920,0
5722,0
27768,1
20037,1
16517,1
24554,1
18075,1
7731,0
21176,1
1444,0
8990,0
25964,1
20138,1
7041,0
14963,1
25959,1
18521,1
23273,1
20301,1
27468,1
7980,0
6766,0
7173,0
8113,0
4377,0
21541,1
1384,0
12669,0
791,0
13710,0
27086,1
27319,1
7203,0
27916,1
4471,0
22487,1
16374,1
10024,0
2575,0
22013,1
3842,0
6847,0
6716,0
21517,1
24274,1
17707,1
20703,1
12371,0
20080,1
25486,1
10354,0
24888,1
12950,0
248,0
11318,0
19098,1
11586,0
21066,1
9686,0
18504,1
17069,1
28658,1
5000,0
17907,1
26558,1
12129,0
9450,0
7012,0
21370,1
9441,0
20480,1
6169,0
15453,1
15430,1
2495,0
14189,0
12560,0
9164,0
27259,1
18479,1
26322,1
25484,1
3188,0
4281,0
3482,0
6230,0
11328,0
18946,1
19994,1
8833,0
26066,1
4591,0
19715,1
4316,0
11387,0
555,0
15494,1
20990,1
22376,1
27348,1
14323,0
1705,0
12180,0
24157,1
20277,1
19833,1
21574,1
4430,0
17889,1
26461,1
21203,1
28216,1
13999,0
18848,1
7459,0
15303,1
23522,1
14953,1
16236,1
24910,1
3693,0
11353,0
20811,1
24131,1
3250,0
25723,1
25610,1
14776,1
11563,0
22167,1
16726,1
20036,1
14614,0
1096,0
975,0
17187,1
21548,1
24713,1
17879,1
26613,1
22561,1
28464,1
14569,0
19216,1
6553,0
20678,1
6310,0
16281,1
219,0
24492,1
22326,1
25855,1
23444,1
27490,1
19383,1
11935,0
23590,1
28166,1
840,0
11072,0
7430,0
27345,1
2076,0
25402,1
10219,0
11613,0
9225,0
12584,0
13515,0
17303,1
6565,0
4576,0
15759,1
23253,1
27505,1
14639,1
4419,0
1878,0
7662,0
25574,1
29151,1
1994,0
14811,1
9871,0
4178,0
7755,0
2458,0
18913,1
9090,0
2909,0
14594,0
27024,1
18760,1
446,0
7456,0
26480,1
8394,0
9946,0
3705,0
15233,1
1292,0
5383,0
27914,1
13559,0
14355,0
22219,1
26993,1
8260,0
7390,0
26208,1
297,0
21993,1
25931,1
17037,1
15409,1
12900,0
4076,0
22425,1
14009,0
5340,0
11508,0
11681,0
24044,1
10988,0
21589,1
10834,0
25324,1
19682,1
12933,0
24705,1
19042,1
6405,0
28094,1
14001,0
2209,0
4155,0
23965,1
21686,1
28786,1
27011,1
8262,0
1364,0
15644,1
14857,1
4637,0
8834,0
14104,0
11973,0
12727,0
11002,0
21628,1
18787,1
19166,1
15439,1
19585,1
19521,1
25335,1
18627,1
17833,1
1860,0
1664,0
1735,0
16066,1
21671,1
2129,0
4418,0
5071,0
15260,1
28732,1
5587,0
25919,1
27421,1
10558,0
16681,1
25706,1
16219,1
12399,0
14061,0
5380,0
9403,0
7101,0
14057,0
1754,0
24245,1
6475,0
10080,0
20821,1
14363,0
17835,1
20222,1
11618,0
11307,0
1850,0
2156,0
8293,0
20743,1
6191,0
16647,1
10040,0
7454,0
27550,1
15985,1
11381,0
10577,0
15925,1
28785,1
20748,1
20863,1
19785,1
5849,0
19820,1
13552,0
14171,0
16882,1
3379,0
25095,1
23609,1
26464,1
18417,1
4578,0
13187,0
9263,0
20561,1
9220,0
11044,0
25040,1
5503,0
21383,1
19788,1
2600,0
26901,1
17071,1
10559,0
1025,0
25260,1
27912,1
11734,0
4701,0
9317,0
18510,1
28297,1
15583,1
15969,1
22705,1
17135,1
21420,1
28520,1
18406,1
2637,0
16193,1
13592,0
14694,1
21084,1
2614,0
4071,0
11239,0
8652,0
6156,0
24399,1
18711,1
11872,0
1587,0
11757,0
21233,1
20802,1
5642,0
19083,1
23952,1
26940,1
19829,1
28,0
25345,1
18238,1
8209,0
13855,0
13368,0
11525,0
29070,1
19240,1
3496,0
22271,1
18696,1
1057,0
10659,0
21261,1
12366,0
21077,1
13406,0
4409,0
12178,0
4054,0
18300,1
17480,1
4202,0
16489,1
18895,1
17656,1
17490,1
15785,1
12154,0
8475,0
4593,0
22568,1
15449,1
19662,1
2586,0
3137,0
1014,0
8949,0
2453,0
28328,1
27775,1
28515,1
501,0
18258,1
25557,1
11333,0
18354,1
1526,0
11581,0
2161,0
17562,1
19739,1
28562,1
11444,0
14869,1
25414,1
18861,1
27698,1
15156,1
6725,0
4341,0
8420,0
15796,1
17571,1
9771,0
24320,1
8830,0
6390,0
10661,0
22098,1
1197,0
1643,0
28943,1
19328,1
20099,1
11058,0
28689,1
12233,0
3566,0
5169,0
14406,0
9608,0
21325,1
25602,1
12086,0
14261,0
13365,0
14851,1
5718,0
3823,0
24391,1
23501,1
24852,1
26473,1
22901,1
16357,1
13565,0
23191,1
24189,1
11009,0
11437,0
6123,0
2051,0
7167,0
9718,0
6982,0
28004,1
12379,0
8152,0
15952,1
441,0
2022,0
12357,0
18318,1
25801,1
18176,1
5515,0
607,0
19858,1
4458,0
12892,0
13706,0
11744,0
9853,0
6216,0
16315,1
1891,0
13087,0
5019,0
581,0
831,0
2543,0
6562,0
14650,1
834,0
327,0
12856,0
6848,0
6637,0
1242,0
13177,0
23315,1
18414,1
9430,0
2664,0
3954,0
3287,0
5334,0
16761,1
18065,1
25370,1
29008,1
12524,0
8688,0
12387,0
26565,1
2731,0
1996,0
4769,0
10828,0
21480,1
2011,0
14781,1
3840,0
10367,0
464,0
12981,0
21140,1
986,0
26323,1
16323,1
8905,0
25270,1
10760,0
17775,1
12141,0
1709,0
5270,0
11750,0
7933,0
26703,1
17505,1
5799,0
25179,1
18621,1
18884,1
8923,0
4387,0
9621,0
9458,0
12106,0
21961,1
10568,0
28673,1
8534,0
10866,0
27483,1
17519,1
8100,0
13869,0
10935,0
11498,0
25396,1
3321,0
6820,0
23056,1
8547,0
19349,1
14941,1
24232,1
27464,1
16574,1
23330,1
18873,1
24645,1
17866,1
8938,0
28904,1
2947,0
23245,1
15328,1
15282,1
15547,1
19647,1
11501,0
22409,1
8903,0
16926,1
1376,0
24449,1
13768,0
5566,0
13762,0
15495,1
10886,0
27377,1
7788,0
13884,0
20725,1
10322,0
28523,1
14795,1
9113,0
10735,0
27673,1
22035,1
14422,0
2290,0
25668,1
24140,1
13134,0
10402,0
9557,0
98,0
2758,0
20882,1
8748,0
24499,1
12529,0
14664,1
6461,0
992,0
13618,0
26594,1
19238,1
17285,1
17474,1
16943,1
19283,1
9005,0
24764,1
28866,1
26557,1
4460,0
28573,1
14470,0
7289,0
26797,1
16299,1
11482,0
4816,0
7137,0
21437,1
11402,0
4492,0
29105,1
23776,1
11319,0
24051,1
1533,0
26909,1
3232,0
11816,0
1567,0
23147,1
108,0
29010,1
13879,0
29303,1
5668,0
23464,1
12300,0
24944,1
6542,0
560,0
10263,0
18123,1
2025,0
11724,0
13980,0
23282,1
4097,0
14198,0
17740,1
11298,0
11573,0
3174,0
97,0
25010,1
20528,1
15938,1
12509,0
5232,0
5734,0
19278,1
18394,1
3166,0
23494,1
16103,1
21947,1
28659,1
25510,1
23085,1
29294,1
10028,0
25748,1
2103,0
13167,0
762,0
3938,0
11640,0
17218,1
7688,0
23302,1
14441,0
2691,0
19385,1
17213,1
990,0
6176,0
22389,1
27979,1
27106,1
1583,0
20772,1
25531,1
11448,0
8986,0
26968,1
22036,1
25430,1
7721,0
24960,1
21804,1
25028,1
24973,1
15746,1
24156,1
24196,1
18424,1
5218,0
6427,0
26532,1
15545,1
10586,0
1738,0
17298,1
20190,1
23700,1
1144,0
1141,0
16572,1
2111,0
565,0
22628,1
3932,0
12806,0
3890,0
18717,1
7534,0
8143,0
7667,0
3016,0
28564,1
14058,0
6661,0
16431,1
15399,1
16363,1
27933,1
24881,1
17016,1
16429,1
6539,0
23140,1
27924,1
20015,1
3681,0
10167,0
4597,0
6755,0
14932,1
28435,1
12082,0
3224,0
4686,0
8993,0
5616,0
19467,1
27404,1
4435,0
5085,0
8661,0
12258,0
21663,1
4141,0
494,0
19807,1
21819,1
22003,1
6483,0
18526,1
1712,0
5196,0
1536,0
4132,0
6018,0
20124,1
5679,0
8193,0
18363,1
22339,1
27172,1
15021,1
12827,0
20932,1
7594,0
363,0
6411,0
17139,1
323,0
17536,1
997,0
25530,1
16950,1
27158,1
21273,1
21493,1
7786,0
12498,0
25070,1
12885,0
23889,1
18752,1
6127,0
28970,1
13780,0
915,0
1070,0
17394,1
20320,1
15238,1
409,0
23027,1
22428,1
19707,1
6762,0
23819,1
21407,1
19704,1
1758,0
14467,0
7380,0
27303,1
17865,1
27735,1
14481,0
12218,0
27128,1
28259,1
6256,0
3674,0
7626,0
15852,1
1692,0
7648,0
17284,1
6480,0
11944,0
15042,1
14875,1
2002,0
2695,0
7613,0
24741,1
24258,1
20372,1
1126,0
696,0
4142,0
859,0
20756,1
20465,1
77,0
6588,0
4722,0
16391,1
14068,0
3081,0
21497,1
6855,0
15482,1
7996,0
25539,1
27380,1
9299,0
11946,0
15222,1
15894,1
5480,0
11814,0
11737,0
15110,1
22808,1
26897,1
12738,0
2890,0
26200,1
8775,0
29165,1
1326,0
18432,1
2539,0
10647,0
9433,0
5917,0
17014,1
16467,1
981,0
14195,0
7647,0
6671,0
6758,0
6446,0
17936,1
16967,1
5418,0
22099,1
14769,1
7738,0
5677,0
23308,1
22788,1
19428,1
29076,1
12030,0
25526,1
27402,1
14234,0
29217,1
5749,0
23530,1
4656,0
9117,0
23961,1
24775,1
28758,1
3368,0
5263,0
9477,0
17611,1
2041,0
12397,0
13918,0
25971,1
26574,1
19786,1
28007,1
15215,1
22172,1
21321,1
13700,0
21906,1
28336,1
3886,0
20160,1
15412,1
16319,1
5037,0
21896,1
15818,1
73,0
9905,0
7720,0
21864,1
13583,0
26791,1
4614,0
18364,1
17341,1
686,0
12984,0
22971,1
15169,1
20812,1
22635,1
27958,1
17549,1
4206,0
12071,0
11963,0
4231,0
6020,0
865,0
13533,0
4850,0
25648,1
2341,0
20683,1
27982,1
5819,0
28922,1
19353,1
18759,1
6151,0
14673,1
13014,0
3271,0
22956,1
1252,0
7724,0
18263,1
12297,0
23240,1
3815,0
14800,1
14700,1
7274,0
10166,0
19862,1
9815,0
7283,0
22402,1
8233,0
17433,1
12653,0
22902,1
26401,1
22819,1
25685,1
24394,1
8708,0
26260,1
13795,0
21980,1
14867,1
12303,0
1122,0
14364,0
8432,0
12361,0
9869,0
298,0
14300,0
17331,1
16232,1
19077,1
25352,1
17858,1
3144,0
25974,1
2950,0
5061,0
13991,0
11793,0
27780,1
1890,0
28437,1
18767,1
2447,0
5243,0
16142,1
4984,0
27667,1
3193,0
1419,0
28504,1
8913,0
17876,1
24239,1
22928,1
23940,1
20607,1
28694,1
19186,1
2569,0
18779,1
9666,0
17320,1
26826,1
4890,0
22095,1
22986,1
12478,0
5654,0
4759,0
2206,0
11337,0
14373,0
6815,0
27235,1
10482,0
14383,0
27640,1
23274,1
21156,1
28265,1
9593,0
25135,1
22419,1
23670,1
18539,1
13353,0
1442,0
21675,1
153,0
2018,0
23380,1
24731,1
4007,0
16636,1
19340,1
19776,1
20040,1
24326,1
16202,1
9378,0
26657,1
6049,0
25322,1
10764,0
25022,1
6467,0
1125,0
3738,0
9037,0
13143,0
18548,1
16416,1
11012,0
24656,1
13461,0
3330,0
13753,0
16441,1
20280,1
29282,1
17007,1
22363,1
2687,0
10010,0
4431,0
13983,0
22229,1
12254,0
9995,0
8182,0
26603,1
1486,0
22278,1
17812,1
6989,0
26606,1
11791,0
308,0
4551,0
15763,1
509,0
24767,1
2741,0
14886,1
22863,1
7597,0
15064,1
26545,1
706,0
9632,0
21262,1
24759,1
16845,1
19221,1
22935,1
17426,1
13301,0
1077,0
28355,1
16909,1
10950,0
26137,1
23550,1
14336,0
27313,1
6639,0
14959,1
19665,1
2976,0
2679,0
5481,0
19354,1
28009,1
12982,0
7838,0
10608,0
646,0
9830,0
27247,1
22741,1
20504,1
2990,0
3509,0
7914,0
17512,1
10409,0
7674,0
27877,1
20328,1
16000,1
9628,0
3375,0
9104,0
2195,0
27262,1
18869,1
2883,0
4077,0
14221,0
1662,0
20349,1
21925,1
9143,0
24515,1
21499,1
3633,0
15170,1
15615,1
22320,1
8192,0
6418,0
22248,1
20087,1
24092,1
28049,1
25223,1
7543,0
19258,1
24817,1
20449,1
28815,1
24800,1
13216,0
8320,0
7983,0
19209,1
18122,1
8010,0
16192,1
3115,0
5277,0
9850,0
26440,1
25807,1
23037,1
1674,0
14023,0
7879,0
16072,1
966,0
18676,1
24948,1
26180,1
18687,1
8055,0
27792,1
5709,0
22503,1
26328,1
21797,1
25007,1
23400,1
24032,1
14360,0
10749,0
22310,1
24097,1
15917,1
26437,1
14307,0
4809,0
19333,1
8776,0
6212,0
12494,0
23482,1
25119,1
9951,0
26612,1
15189,1
21256,1
23826,1
14122,0
12629,0
25499,1
3152,0
25234,1
23693,1
2919,0
22975,1
17533,1
4188,0
14243,0
8397,0
15930,1
8468,0
15600,1
13103,0
21367,1
18418,1
471,0
489,0
9973,0
18910,1
12294,0
21569,1
25400,1
10597,0
23364,1
13488,0
26728,1
28801,1
6180,0
4366,0
12770,0
2797,0
20899,1
26100,1
2357,0
12596,0
19041,1
3075,0
21820,1
17322,1
8491,0
19570,1
11418,0
28633,1
10776,0
14892,1
1160,0
19673,1
2913,0
14121,0
18671,1
3327,0
24690,1
15278,1
27579,1
6094,0
25282,1
6826,0
21557,1
20391,1
15707,1
28485,1
15574,1
28108,1
1034,0
15814,1
17657,1
18244,1
14202,0
16222,1
4963,0
22834,1
17421,1
156,0
22318,1
21070,1
28223,1
11928,0
1678,0
28103,1
22381,1
16923,1
11250,0
8073,0
5547,0
17695,1
22493,1
18840,1
24114,1
16168,1
19710,1
14196,0
4330,0
3968,0
8507,0
2449,0
22140,1
12916,0
23438,1
16221,1
9958,0
8651,0
12063,0
20288,1
23879,1
14170,0
17913,1
1487,0
24815,1
19437,1
18285,1
27558,1
4970,0
14916,1
9460,0
5214,0
27369,1
4962,0
26840,1
5769,0
4675,0
4579,0
1601,0
15961,1
6464,0
23667,1
17089,1
4683,0
21915,1
5434,0
21716,1
22346,1
23415,1
14347,0
15368,1
7785,0
8656,0
7419,0
24409,1
28669,1
28981,1
9722,0
10096,0
13013,0
13341,0
28227,1
2234,0
924,0
18388,1
19731,1
7343,0
22595,1
