,swin,stcpb,dtcpb,dwin,trans_depth,response_body_len,is_ftp_login,ct_ftp_cmd,ct_flw_http_mthd,is_sm_ips_ports,label
16121,0,0,0,0,0,0,0,0,0,0,0
24029,255,1731390767,1975426344,255,0,0,0,0,0,0,1
8273,255,618640688,2636937136,255,1,567,0,0,1,0,1
34378,255,4156987668,2516313249,255,0,0,0,0,0,0,0
18008,255,3647119749,3647408656,255,0,0,0,0,0,0,0
8438,255,302034714,2968528877,255,0,0,0,0,0,0,1
2947,0,0,0,0,0,0,0,0,0,0,1
6463,0,0,0,0,0,0,0,0,0,0,1
18966,255,1514132845,1754985649,255,0,0,0,0,0,0,0
18461,255,3434331425,2034677474,255,0,0,0,0,0,0,0
19503,0,0,0,0,0,0,0,0,0,0,0
5655,255,1064893671,1601021906,255,0,0,0,0,0,0,1
5774,255,1764628860,3480685003,255,1,0,0,0,1,0,1
30500,255,3491273562,2149572946,255,0,0,0,0,0,0,1
21535,255,1874680746,1632157000,255,0,0,0,0,0,0,1
34520,255,0,0,0,0,0,0,0,0,0,0
9854,0,0,0,0,0,0,0,0,0,0,1
22183,255,725607257,3302104331,255,0,0,0,0,0,0,1
35483,255,925550016,2540328593,255,0,0,0,0,0,0,0
15279,255,2390901865,2391967295,255,0,0,1,1,0,0,0
34788,255,2570036701,620083504,255,0,0,0,0,0,0,0
23343,255,4260278198,2689452466,255,0,0,0,0,0,0,1
4242,0,0,0,0,0,0,0,0,0,0,1
16,255,2868770840,4280658180,255,0,0,0,0,0,0,0
27849,255,26305377,1436945303,255,0,0,0,0,0,0,1
11530,255,985146255,1376018869,255,0,0,0,0,0,0,1
5206,0,0,0,0,0,0,0,0,0,0,1
37345,255,286307507,2028373322,255,0,0,0,0,0,0,0
31125,255,2500863847,3936362210,255,0,0,0,0,0,0,1
39372,255,1531832989,3393172876,255,0,0,0,0,0,0,0
16099,255,2938467793,2939550885,255,1,0,0,0,1,0,0
2194,255,4038528658,3828199250,255,1,0,0,0,1,0,1
17369,255,3615130515,1584475301,255,0,0,0,0,0,0,0
12941,255,2605090616,2610790852,255,0,0,0,0,0,0,0
5064,0,0,0,0,0,0,0,0,0,0,1
23617,0,0,0,0,0,0,0,0,0,0,1
6243,0,0,0,0,0,0,0,0,0,0,1
36234,255,2372497512,4255490156,255,0,0,0,0,0,0,0
36238,255,1914326311,1894858648,255,0,0,1,1,0,0,0
26490,255,939580228,1649983353,255,0,0,0,0,0,0,1
26223,0,0,0,0,0,0,0,0,0,0,1
14854,255,3928265782,1779659462,255,1,3924,0,0,1,0,0
21825,255,24855862,2894199212,255,1,187,0,0,1,0,1
32888,0,0,0,0,0,0,0,0,0,0,1
11550,255,1394563586,2620277625,255,0,0,0,0,0,0,1
40017,255,3738622793,1429016963,255,1,196,0,0,1,0,0
12943,255,1358290006,3504006068,255,0,0,0,0,0,0,0
39136,0,0,0,0,0,0,0,0,0,0,0
6002,255,3230076413,1445628090,255,1,0,0,0,1,0,1
19390,0,0,0,0,0,0,0,0,0,1,0
7840,0,0,0,0,0,0,0,0,0,0,1
12151,255,1107632012,3257511796,255,0,0,0,0,0,0,0
25485,255,3891011798,3364420782,255,0,0,0,0,0,0,1
22599,255,2115620987,1155751582,255,0,0,0,0,0,0,1
20955,255,3665718184,3126701097,255,0,0,0,0,0,0,1
15853,255,1303850129,3459152504,255,0,0,0,0,0,0,0
3644,255,2619241503,2673139520,255,0,0,0,0,0,0,1
26297,0,0,0,0,0,0,0,0,0,0,1
26117,0,0,0,0,0,0,0,0,0,0,1
24925,0,0,0,0,0,0,0,0,0,0,1
36148,255,3886813348,1998947418,255,0,0,0,0,0,0,0
5237,0,0,0,0,0,0,0,0,0,0,1
26468,255,4082195402,342158842,255,0,0,0,0,0,0,1
33875,255,4025478592,4206855141,255,0,0,0,0,0,0,1
18475,255,4195167612,2609727976,255,0,0,0,0,0,0,0
4096,255,2284733565,944811717,255,0,0,0,0,0,0,1
7239,0,0,0,0,0,0,0,0,0,0,1
37470,255,2634646604,3699836081,255,1,182,0,0,1,0,0
27733,255,894538849,7002535,255,0,0,0,0,0,0,1
9769,0,0,0,0,0,0,0,0,0,0,1
32896,0,0,0,0,0,0,0,0,0,0,1
37460,255,2248135614,2960098360,255,0,0,0,0,0,0,0
32770,255,3291719601,387006237,255,0,0,0,0,0,0,1
13482,255,3127219603,984542563,255,0,0,0,0,0,0,0
10621,255,2407938260,1553112238,255,0,0,0,0,0,0,1
14372,255,2760841426,642149292,255,0,0,0,0,0,0,0
21525,255,4146161846,1517062718,255,0,0,0,0,0,0,1
16727,255,2372022439,222760211,255,0,0,0,0,0,0,0
5044,255,3210094047,2413742928,255,0,0,0,0,0,0,1
2612,0,0,0,0,0,0,0,0,0,0,1
13599,255,407441550,2558058332,255,1,3924,0,0,1,0,0
6629,0,0,0,0,0,0,0,0,0,0,1
10218,255,3655280865,3298955361,255,0,0,0,0,0,0,1
23035,255,3383585973,777098145,255,0,0,0,0,0,0,1
35937,255,666814101,3956312274,255,0,0,0,0,0,0,0
11101,255,2083259223,1078606549,255,0,0,0,0,0,0,1
30072,255,3507190206,2705399553,255,0,0,0,0,0,0,1
8164,255,2533992536,3292390444,255,0,0,0,0,0,0,1
5465,0,0,0,0,0,0,0,0,0,0,1
29546,255,2562947231,680909730,255,0,0,1,1,0,0,1
3683,0,0,0,0,0,0,0,0,0,0,1
1052,0,0,0,0,0,0,0,0,0,0,1
26802,255,2296513755,3934711731,255,0,0,0,0,0,0,1
27385,255,2266892512,830826891,255,0,0,0,0,0,0,1
13763,255,977248273,978337961,255,0,0,0,0,0,0,0
17638,255,3001829663,1104131865,255,0,0,0,0,0,0,0
4396,0,0,0,0,0,0,0,0,0,0,1
22933,0,0,0,0,0,0,0,0,0,0,1
35904,255,4272614168,3599495135,255,0,0,0,0,0,0,0
26273,255,3411001597,1169824640,255,0,0,0,0,0,0,1
13217,0,0,0,0,0,0,0,0,0,0,0
27297,0,0,0,0,0,0,0,0,0,0,1
11541,255,2967249775,411635973,255,1,337,0,0,1,0,1
2679,0,0,0,0,0,0,0,0,0,0,1
27048,0,0,0,0,0,0,0,0,0,0,1
22559,0,0,0,0,0,0,0,0,0,0,1
8014,0,0,0,0,0,0,0,0,0,0,1
37498,0,0,0,0,0,0,0,0,0,0,0
24520,0,0,0,0,0,0,0,0,0,0,1
21941,255,4043686485,3306753509,255,0,0,0,0,0,0,1
2383,0,0,0,0,0,0,0,0,0,0,1
29252,0,0,0,0,0,0,0,0,0,0,1
23616,0,0,0,0,0,0,0,0,0,0,1
4608,0,0,0,0,0,0,0,0,0,0,1
18262,255,4169057923,2035133172,255,0,0,0,0,0,0,0
1428,255,3260107725,3751719787,255,1,0,0,0,1,0,1
11255,0,0,0,0,0,0,0,0,0,0,1
15700,255,3029240927,3270300339,255,0,0,0,0,0,0,0
22221,255,3793690352,2748858402,255,0,0,0,0,0,0,1
22481,0,0,0,0,0,0,0,0,0,0,1
37150,0,0,0,0,0,0,0,0,0,0,0
3306,0,0,0,0,0,0,0,0,0,0,1
14467,255,3019343689,3059221387,255,0,0,0,0,0,0,0
4864,0,0,0,0,0,0,0,0,0,0,1
34758,255,3225486965,2431906946,255,0,0,0,0,0,0,0
3747,0,0,0,0,0,0,0,0,0,0,1
23594,0,0,0,0,0,0,0,0,0,0,1
6650,255,1660440134,3887290009,255,0,0,0,0,0,0,1
35295,255,1969279744,320075113,255,1,141,0,0,1,0,0
8098,255,3717319842,3967713031,255,0,0,0,0,0,0,1
27525,255,540063405,3260263768,255,0,0,0,0,0,0,1
6458,0,0,0,0,0,0,0,0,0,0,1
34951,255,3047580339,2759672372,255,0,0,0,0,0,0,0
14508,255,605913140,2757182556,255,0,0,0,0,0,0,0
3512,0,0,0,0,0,0,0,0,0,0,1
30320,0,0,0,0,0,0,0,0,0,0,1
23729,0,0,0,0,0,0,0,0,0,0,1
11215,255,3221785545,2125665361,255,1,3455,0,0,1,0,1
3521,255,588181569,1234047085,255,1,403,0,0,1,0,1
1451,255,3382921697,4160756543,255,1,0,0,0,1,0,1
36086,255,1388731622,1045510816,255,0,0,0,0,0,0,0
31608,255,515515691,1818142748,255,0,0,0,0,0,0,1
6728,0,0,0,0,0,0,0,0,0,0,1
11404,255,1570015565,2058996247,255,1,0,0,0,1,0,1
17537,255,2581831731,435239633,255,0,0,0,0,0,0,0
15348,255,2540909347,2541211363,255,0,0,0,0,0,0,0
32405,255,904490329,116373998,255,0,0,0,0,0,0,1
30455,0,0,0,0,0,0,0,0,0,0,1
18325,255,0,0,0,0,0,0,0,0,0,0
25827,0,0,0,0,0,0,0,0,0,0,1
15355,255,1096234504,3252135604,255,0,0,0,0,0,0,0
27630,0,0,0,0,0,0,0,0,0,0,1
1797,255,2722734279,563202288,255,0,0,0,0,0,0,1
6523,0,0,0,0,0,0,0,0,0,0,1
24606,255,859008336,118177152,255,1,0,0,0,1,0,1
25465,0,0,0,0,0,0,0,0,0,0,1
17560,0,0,0,0,0,0,0,0,0,0,0
34590,255,469300131,3026935610,255,0,0,0,0,0,0,0
1882,255,4206202985,3443640365,255,0,0,0,0,0,0,1
14142,255,1681142383,1723445887,255,0,0,0,0,0,0,0
35802,255,1336200512,175289139,255,1,0,0,0,1,0,0
11371,255,2991398980,506848646,255,0,0,0,0,0,0,1
34262,255,3355187755,3247085936,255,0,0,0,0,0,0,1
5393,0,0,0,0,0,0,0,0,0,0,1
15166,255,3233299522,1084748221,255,0,0,0,0,0,0,0
22075,0,0,0,0,0,0,0,0,0,0,1
19994,255,1533183733,1896068075,255,0,0,0,0,0,0,1
32943,0,0,0,0,0,0,0,0,0,0,1
23434,255,1568604300,3154484634,255,0,0,0,0,0,0,1
30334,255,4207032986,969630294,255,0,0,0,0,0,0,1
16271,255,2526784425,2532095338,255,1,3924,0,0,1,0,0
16206,0,0,0,0,0,0,0,0,0,0,0
5280,255,3396776925,1279777938,255,0,0,0,0,0,0,1
26883,0,0,0,0,0,0,0,0,0,0,1
29587,0,0,0,0,0,0,0,0,0,0,1
9142,255,2441298749,2450828601,255,0,0,0,0,0,0,1
33738,255,2568562856,4097674059,255,0,0,0,0,0,0,1
11166,0,0,0,0,0,0,0,0,0,0,1
10432,255,281428421,552675821,255,1,380,0,0,1,0,1
12026,255,3304695872,3305034197,255,0,0,0,0,0,0,0
15407,255,1685517208,1688545605,255,0,0,0,0,0,0,0
2818,0,0,0,0,0,0,0,0,0,0,1
39531,255,2125229899,2645044028,255,0,0,0,0,0,0,0
36304,255,3111962394,3563022700,255,0,0,0,0,0,0,0
20475,255,3822491319,1321767777,255,1,0,0,0,1,0,1
26049,255,3979065287,3946186529,255,0,0,0,0,0,0,1
30720,0,0,0,0,0,0,0,0,0,0,1
12004,0,0,0,0,0,0,0,0,0,0,0
5303,0,0,0,0,0,0,0,0,0,0,1
19931,255,1201204144,1622042239,255,0,0,0,0,0,0,1
9734,0,0,0,0,0,0,0,0,0,0,1
33497,255,529598162,3100547982,255,0,0,0,0,0,0,1
3455,0,0,0,0,0,0,0,0,0,0,1
7544,0,0,0,0,0,0,0,0,0,0,1
14577,255,4095152430,1981270363,255,0,0,0,0,0,0,0
26995,0,0,0,0,0,0,0,0,0,0,1
23933,255,2494944034,2386526469,255,0,0,0,0,0,0,1
26145,0,0,0,0,0,0,0,0,0,0,1
11553,255,2686574908,3627428349,255,0,0,1,1,0,0,1
28928,255,3232417144,1743497249,255,0,0,0,0,0,0,1
8160,0,0,0,0,0,0,0,0,0,0,1
35857,255,87324327,2793073446,255,0,0,0,0,0,0,0
16103,255,2538914606,2549070812,255,0,0,0,0,0,0,0
37263,255,744088813,2626518379,255,0,0,0,0,0,0,0
23522,255,205606285,659941046,255,0,0,0,0,0,0,1
10746,255,3884131296,1082366465,255,1,1036988,0,0,1,0,1
34031,255,3839985716,2819738414,255,0,0,0,0,0,0,1
18698,255,1788379012,482630133,255,0,0,0,0,0,0,0
37949,255,3317110411,3749668451,255,1,135,0,0,1,0,0
33962,0,0,0,0,0,0,0,0,0,0,1
39510,0,0,0,0,0,0,0,0,0,1,0
24942,0,0,0,0,0,0,0,0,0,0,1
26997,0,0,0,0,0,0,0,0,0,0,1
22664,255,3111073738,1230293377,255,0,0,0,0,0,0,1
30886,255,3327845719,2723324367,255,0,0,0,0,0,0,1
11747,255,3790029157,1482011139,255,1,136455,0,0,1,0,1
40348,0,0,0,0,0,0,0,0,0,0,0
25724,255,1507422435,3267147161,255,0,0,0,0,0,0,1
29957,0,0,0,0,0,0,0,0,0,0,1
11085,255,3885965966,1678756897,255,1,0,0,0,1,0,1
13185,255,545130414,2694067681,255,0,0,0,0,0,0,0
23086,255,1228747705,26044889,255,0,0,0,0,0,0,1
21353,255,1057528719,3773804157,255,0,0,0,0,0,0,1
5040,0,0,0,0,0,0,0,0,0,0,1
5879,255,3697130699,1507563231,255,1,0,0,0,1,0,1
3938,0,0,0,0,0,0,0,0,0,0,1
18380,255,867883422,931944121,255,1,196,0,0,1,0,0
8223,255,1510534171,1533311727,255,0,0,0,0,0,0,1
27165,0,0,0,0,0,0,0,0,0,0,1
17178,0,0,0,0,0,0,0,0,0,0,0
28342,255,2056579242,1922013981,255,0,0,0,0,0,0,1
17926,0,0,0,0,0,0,0,0,0,0,0
9405,255,3203382869,1492060633,255,0,0,0,0,0,0,1
37533,255,4179021630,1073272985,255,1,138,0,0,1,0,0
26791,0,0,0,0,0,0,0,0,0,0,1
5573,0,0,0,0,0,0,0,0,0,0,1
14341,255,3180836608,1043773088,255,0,0,0,0,0,0,0
25156,0,0,0,0,0,0,0,0,0,0,1
28340,255,8313311,62416662,255,0,0,0,0,0,0,1
12871,0,0,0,0,0,0,0,0,0,0,0
6747,0,0,0,0,0,0,0,0,0,0,1
32356,255,4182013373,3987831439,255,0,0,0,0,0,0,1
8016,0,0,0,0,0,0,0,0,0,0,1
40387,255,3207970188,2521083813,255,0,0,0,0,0,0,0
18889,255,2658398549,717845078,255,0,0,0,0,0,0,0
37131,0,0,0,0,0,0,0,0,0,0,0
20991,255,3895028094,3844858185,255,0,0,0,0,0,0,1
6501,0,0,0,0,0,0,0,0,0,0,1
9819,255,2264565625,463094449,255,0,0,0,0,0,0,1
37671,255,594084888,2196450592,255,0,0,0,0,0,0,0
33217,0,0,0,0,0,0,0,0,0,0,1
5106,0,0,0,0,0,0,0,0,0,0,1
37802,255,0,0,0,0,0,0,0,0,0,0
32959,0,0,0,0,0,0,0,0,0,0,1
34275,255,0,0,0,0,0,0,0,0,0,0
25009,255,2362971406,663903556,255,0,0,0,0,0,0,1
753,0,0,0,0,0,0,0,0,0,0,1
34333,255,3903141888,3984634905,255,1,140,0,0,1,0,0
21138,255,4201261398,807891397,255,0,0,0,0,0,0,1
23142,255,869459171,1789672309,255,0,0,0,0,0,0,1
20771,255,623550566,1775876185,255,0,0,0,0,0,0,1
7108,0,0,0,0,0,0,0,0,0,0,1
26962,255,2479644441,3922702735,255,0,0,0,0,0,0,1
14714,255,4167089961,2036497899,255,0,0,0,0,0,0,0
29319,255,3258780301,3850922334,255,0,0,0,0,0,0,1
6625,0,0,0,0,0,0,0,0,0,0,1
6771,255,3277187857,438598385,255,0,0,0,0,0,0,1
11864,255,1400901975,1401953780,255,0,0,0,0,0,0,0
30257,0,0,0,0,0,0,0,0,0,0,1
5964,0,0,0,0,0,0,0,0,0,0,1
39532,0,0,0,0,0,0,0,0,0,1,0
3518,0,0,0,0,0,0,0,0,0,0,1
12180,0,0,0,0,0,0,0,0,0,0,0
11960,255,92640076,93748043,255,0,0,0,0,0,0,0
16088,0,0,0,0,0,0,0,0,0,0,0
28302,0,0,0,0,0,0,0,0,0,0,1
38053,255,955330818,280753090,255,0,0,0,0,0,0,0
24952,0,0,0,0,0,0,0,0,0,0,1
32314,255,4195878584,3018275409,255,0,0,0,0,0,0,1
5452,255,1896507345,1090201719,255,0,0,0,0,0,0,1
1704,0,0,0,0,0,0,0,0,0,0,1
36018,255,2774993775,1359943174,255,0,0,0,0,0,0,0
16760,255,648000600,2807746737,255,1,3924,0,0,1,0,0
6345,0,0,0,0,0,0,0,0,0,0,1
14967,255,3436327448,3441591859,255,0,0,0,0,0,0,0
30669,255,4214206427,2632604291,255,0,0,0,0,0,0,1
27676,255,991309097,3528933829,255,0,0,0,0,0,0,1
19059,0,0,0,0,0,0,0,0,0,0,0
34192,255,4173658034,1342674824,255,0,0,0,0,0,0,1
4361,255,2269140447,4118242203,255,0,0,0,0,0,0,1
24493,0,0,0,0,0,0,0,0,0,0,1
818,255,3223780677,773493501,255,0,0,1,1,0,0,1
32739,255,2886998302,3156170622,255,0,0,0,0,0,0,1
6016,255,3985033060,1412372614,255,0,0,0,0,0,0,1
8475,255,2782223031,3729563030,255,1,35111,0,0,1,0,1
27930,0,0,0,0,0,0,0,0,0,0,1
2105,0,0,0,0,0,0,0,0,0,0,1
32840,255,2416830110,273699886,255,0,0,0,0,0,0,1
26776,0,0,0,0,0,0,0,0,0,0,1
7791,0,0,0,0,0,0,0,0,0,0,1
28682,255,1646175121,504837174,255,0,0,0,0,0,0,1
13101,255,2380386068,231096580,255,0,0,0,0,0,0,0
6752,0,0,0,0,0,0,0,0,0,0,1
28704,0,0,0,0,0,0,0,0,0,0,1
4842,0,0,0,0,0,0,0,0,0,0,1
2478,0,0,0,0,0,0,0,0,0,0,1
14079,255,3057862678,913528627,255,1,3924,0,0,1,0,0
34508,255,0,0,0,0,0,0,0,0,0,0
33736,255,3446538334,2642601047,255,0,0,0,0,0,0,1
17826,255,2550418529,2551415577,255,1,3924,0,0,1,0,0
30136,0,0,0,0,0,0,0,0,0,0,1
35264,0,0,0,0,0,0,0,0,0,0,0
12565,255,3742114054,1602978191,255,0,0,0,0,0,0,0
25494,255,1180912566,3909622164,255,0,0,0,0,0,0,1
25503,255,1544792429,1465969016,255,0,0,0,0,0,0,1
19600,255,2681411282,3817870050,255,0,0,0,0,0,0,1
35204,255,1368235473,1343931637,255,1,190,0,0,1,0,0
26683,255,832955261,3678307294,255,0,0,0,0,0,0,1
24044,255,3393052532,3308803195,255,1,0,0,0,1,0,1
1753,255,2652572599,3960818769,255,0,0,0,0,0,0,1
25678,0,0,0,0,0,0,0,0,0,0,1
16630,255,1529929203,1533305371,255,0,0,0,0,0,0,0
3517,255,4165966050,764666282,255,0,0,0,0,0,0,1
860,0,0,0,0,0,0,0,0,0,0,1
26302,0,0,0,0,0,0,0,0,0,0,1
27229,0,0,0,0,0,0,0,0,0,0,1
15426,255,1516240097,3676307661,255,0,0,0,0,0,0,0
19301,0,0,0,0,0,0,0,0,0,0,0
31828,255,868231433,1837492988,255,0,0,0,0,0,0,1
30021,0,0,0,0,0,0,0,0,0,0,1
36329,255,821143869,3661906885,255,0,0,0,0,0,0,0
40053,255,3440570156,199798931,255,0,0,0,0,0,0,0
33431,0,0,0,0,0,0,0,0,0,0,1
18736,255,3739784829,2334094737,255,0,0,0,0,0,0,0
4629,0,0,0,0,0,0,0,0,0,0,1
12029,0,0,0,0,0,0,0,0,0,0,0
655,255,188208382,3542175895,255,0,0,0,0,0,0,1
36834,255,780730672,3994019061,255,0,0,0,0,0,0,0
13901,0,0,0,0,0,0,0,0,0,0,0
16957,255,2505900870,2510346113,255,0,0,0,0,0,0,0
5973,255,446917484,1731519482,255,1,95,0,0,1,0,1
9864,255,1045044681,2469161058,255,0,0,0,0,0,0,1
3140,0,0,0,0,0,0,0,0,0,0,1
20098,255,1720597327,2305292897,255,0,0,0,0,0,0,1
16985,255,2516851860,2517898832,255,0,0,1,1,0,0,0
3983,0,0,0,0,0,0,0,0,0,0,1
39684,255,2478368435,1951657012,255,0,0,0,0,0,0,0
4179,0,0,0,0,0,0,0,0,0,0,1
21462,255,45328376,3114305317,255,0,0,0,0,0,0,1
10944,255,161231604,725217818,255,1,109,0,0,1,0,1
7535,0,0,0,0,0,0,0,0,0,0,1
24700,255,2431613314,1638683380,255,1,108,0,0,1,0,1
1201,0,0,0,0,0,0,0,0,0,0,1
17247,255,224241747,225216842,255,0,0,0,0,0,0,0
919,255,1994472155,3282510217,255,0,0,0,0,0,0,1
14042,255,4275541277,2150047410,255,0,0,0,0,0,0,0
4339,255,30865499,2998829628,255,0,0,0,0,0,0,1
2026,0,0,0,0,0,0,0,0,0,0,1
30020,255,780282459,3922123912,255,0,0,0,0,0,0,1
39459,255,676084316,1069287760,255,0,0,0,0,0,0,0
31860,0,0,0,0,0,0,0,0,0,0,1
25147,0,0,0,0,0,0,0,0,0,0,1
16494,255,1437150052,1452603158,255,0,0,0,0,0,0,0
25957,255,2550703936,1651061210,255,0,0,0,0,0,0,1
25740,255,1978867292,1887701136,255,0,0,0,0,0,0,1
26408,255,158535927,3735006057,255,0,0,0,0,0,0,1
35704,255,3422135208,1052050383,255,0,0,0,0,0,0,0
12920,0,0,0,0,0,0,0,0,0,0,0
582,255,1391945317,3613389593,255,0,0,0,0,0,0,1
21057,0,0,0,0,0,0,0,0,0,0,1
7670,0,0,0,0,0,0,0,0,0,0,1
22157,255,2459697427,3353690896,255,0,0,0,0,0,0,1
4438,255,46168302,1765833043,255,0,0,0,0,0,0,1
8412,255,1529581373,2574113402,255,1,702,0,0,1,0,1
30786,255,668996464,1152215225,255,0,0,0,0,0,0,1
7364,0,0,0,0,0,0,0,0,0,0,1
6657,0,0,0,0,0,0,0,0,0,0,1
37885,255,3395773317,2824810946,255,0,0,0,0,0,0,0
19318,0,0,0,0,0,0,0,0,0,1,0
1158,255,2298111655,3765215695,255,0,0,0,0,0,0,1
32242,255,4101629680,3888473871,255,0,0,0,0,0,0,1
33866,255,3990877981,4249109172,255,0,0,0,0,0,0,1
19817,255,53127730,1353736385,255,0,0,0,0,0,0,1
35510,255,771623422,200880764,255,1,177,0,0,1,0,0
39620,255,1595109761,1937496829,255,1,133,0,0,1,0,0
8195,0,0,0,0,0,0,0,0,0,0,1
35137,0,0,0,0,0,0,0,0,0,0,0
37541,255,2066621488,693742149,255,1,130,0,0,9,0,0
13678,255,816107168,819748859,255,0,0,0,0,0,0,0
7884,0,0,0,0,0,0,0,0,0,0,1
33055,255,3689387071,2472112604,255,0,0,0,0,0,0,1
11482,255,2368079414,2601542504,255,1,523,0,0,1,0,1
27549,255,1306952749,1936518932,255,0,0,0,0,0,0,1
26160,0,0,0,0,0,0,0,0,0,0,1
1561,0,0,0,0,0,0,0,0,0,0,1
32564,255,2194870191,2038728217,255,1,0,0,0,1,0,1
38677,0,0,0,0,0,0,0,0,0,0,0
28981,0,0,0,0,0,0,0,0,0,0,1
38544,255,3753339298,499715957,255,0,0,0,0,0,0,0
20459,255,3278989301,2549262235,255,1,170,0,0,1,0,1
27104,255,2939865492,223640136,255,0,0,0,0,0,0,1
4672,0,0,0,0,0,0,0,0,0,0,1
9214,255,2263469530,2180907005,255,0,0,0,0,0,0,1
25023,255,314263363,2106313789,255,0,0,0,0,0,0,1
8468,0,0,0,0,0,0,0,0,0,0,1
6338,0,0,0,0,0,0,0,0,0,0,1
30961,255,774605294,2461331343,255,0,0,0,0,0,0,1
38674,0,0,0,0,0,0,0,0,0,0,0
25527,255,4219092902,1738806867,255,0,0,0,0,0,0,1
34583,0,0,0,0,0,0,0,0,0,0,0
31376,0,0,0,0,0,0,0,0,0,0,1
8797,255,4274625871,399383459,255,0,0,0,0,0,0,1
22114,255,266495354,2266995641,255,0,0,0,0,0,0,1
709,0,0,0,0,0,0,0,0,0,0,1
22560,255,3756240402,4196482180,255,0,0,0,0,0,0,1
36788,0,0,0,0,0,0,0,0,0,0,0
14307,255,3282971905,1134392359,255,0,0,0,0,0,0,0
2793,0,0,0,0,0,0,0,0,0,0,1
3318,0,0,0,0,0,0,0,0,0,0,1
12829,255,1275056467,1296351113,255,0,0,0,0,0,0,0
35741,255,3639988028,2375000877,255,0,0,0,0,0,0,0
15029,255,1710937175,3856643889,255,0,0,0,0,0,0,0
37021,255,913066334,662841607,255,0,0,0,0,0,0,0
617,0,0,0,0,0,0,0,0,0,0,1
647,255,2721662059,3020139847,255,0,0,0,0,0,0,1
40118,255,1228954054,2346591079,255,0,0,0,0,0,0,0
5070,0,0,0,0,0,0,0,0,0,0,1
31295,255,701508304,1182495669,255,0,0,0,0,0,0,1
188,255,750893150,797708189,255,1,895,0,0,1,0,1
23931,0,0,0,0,0,0,0,0,0,0,1
10139,255,1090864113,705479618,255,0,0,0,0,0,0,1
29660,0,0,0,0,0,0,0,0,0,0,1
1111,255,2464819752,2362317286,255,0,0,0,0,0,0,1
666,255,2950454823,3555019045,255,1,13390,0,0,1,0,1
39018,255,4203655805,1283636042,255,0,0,0,0,0,0,0
12702,255,669725043,2815400054,255,0,0,0,0,0,0,0
32799,0,0,0,0,0,0,0,0,0,0,1
2901,0,0,0,0,0,0,0,0,0,0,1
32389,255,1442949994,2881604808,255,0,0,0,0,0,0,1
24254,255,1608988164,302686972,255,0,0,0,0,0,0,1
38026,0,0,0,0,0,0,0,0,0,1,0
26710,255,2097405021,3315645105,255,0,0,0,0,0,0,1
14154,0,0,0,0,0,0,0,0,0,0,0
30929,255,592246917,1001643233,255,0,0,0,0,0,0,1
27114,255,1048921245,1480845639,255,0,0,0,0,0,0,1
2271,255,4199158051,1445257274,255,1,463,0,0,4,0,1
34669,0,0,0,0,0,0,0,0,0,0,0
33523,255,2857156262,2232458382,255,0,0,0,0,0,0,1
35147,255,4248080525,414243310,255,0,0,0,0,0,0,0
22968,255,2639172917,66249748,255,0,0,0,0,0,0,1
3660,255,1507913262,2986429312,255,0,0,0,0,0,0,1
15561,255,3701367708,1561617482,255,0,0,0,0,0,0,0
18571,255,110738068,1855492728,255,0,0,0,0,0,0,0
39749,255,0,0,0,0,0,0,0,0,0,0
5161,0,0,0,0,0,0,0,0,0,0,1
14306,255,2400833502,2401142874,255,0,0,0,0,0,0,0
9527,0,0,0,0,0,0,0,0,0,0,1
36575,0,0,0,0,0,0,0,0,0,0,0
16611,255,302703691,303096646,255,0,0,0,0,0,0,0
1762,255,1602213402,933027089,255,0,0,0,0,0,0,1
21195,255,1044261824,3045242119,255,0,0,0,0,0,0,1
9933,255,2771480179,3400247326,255,1,0,0,0,1,0,1
2342,0,0,0,0,0,0,0,0,0,0,1
13645,0,0,0,0,0,0,0,0,0,0,0
23644,0,0,0,0,0,0,0,0,0,0,1
29363,0,0,0,0,0,0,0,0,0,0,1
24669,0,0,0,0,0,0,0,0,0,0,1
12052,255,4226264154,1149198797,255,0,0,0,0,0,0,0
18288,255,1534305888,3765248181,255,0,0,0,0,0,0,0
33248,255,1277475755,783529315,255,0,0,0,0,0,0,1
18194,255,2592340630,461126163,255,1,524288,0,0,1,0,0
35406,255,0,0,0,0,0,0,0,0,0,0
10889,0,0,0,0,0,0,0,0,0,0,1
39638,255,1536002709,3472701985,255,0,0,0,0,0,0,0
23720,255,4279631364,2731745706,255,0,0,0,0,0,0,1
17684,255,1861927824,2055347367,255,0,0,0,0,0,0,0
641,0,0,0,0,0,0,0,0,0,0,1
23314,0,0,0,0,0,0,0,0,0,0,1
25024,255,2518806053,2542046567,255,0,0,0,0,0,0,1
28034,255,2361865886,2120748098,255,0,0,0,0,0,0,1
3251,0,0,0,0,0,0,0,0,0,0,1
3734,255,2615553759,2615880225,255,0,0,0,0,0,0,1
14305,0,0,0,0,0,0,0,0,0,0,0
27607,255,231085629,2831554311,255,0,0,0,0,0,0,1
24164,0,0,0,0,0,0,0,0,0,0,1
21314,0,0,0,0,0,0,0,0,0,0,1
35089,255,15100336,2957586913,255,0,0,0,0,0,0,0
23322,255,2512015021,4023015981,255,0,0,0,0,0,0,1
11774,255,3327404981,4252722167,255,1,0,0,0,1,0,1
14505,255,2631300321,2640779890,255,0,0,0,0,0,0,0
